id	isolate	aliases	country	continent	region	state	species	year	source	detailed_source	collector	location	comments	bioproject_accession	biosample_accession	NCBI_assembly_accession	run_accession	sender	curator	date_entered	datestamp	BORR05565	clpA	clpX	nifS	pepX	pyrG	recG	rplB	uvrA	ST (MLST)
3655	S05		Canada	North America	Sunshine Coast	BC	Borrelia burgdorferi sensu stricto	1993	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05		6	1	114	140	1	7	4	11	408
3656	S06		Canada	North America	Sunshine Coast	BC	Borrelia burgdorferi sensu stricto	1993	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05		8	1	15	120	1	18	1	7	333
3657	S08		Canada	North America	Howe Sound	BC	Borrelia burgdorferi sensu stricto	1994	tick	Ixodes angustus								243	-1	2024-01-09	2024-03-05	1	1	1	1	1	1	1	279	1	1121
3658	S09		Canada	North America	Sunshine Coast	BC	Borrelia burgdorferi sensu stricto	1994	tick	Ixodes angustus								243	-1	2024-01-09	2024-03-05	1	1	291	1	1	1	1	279	1	1122
3659	S10		Canada	North America	Burnaby	BC	Borrelia burgdorferi sensu stricto	1994	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05	1	1	1	1	1	1	1	279	1	1121
3660	S11		Canada	North America	Squamish	BC	Borrelia burgdorferi sensu stricto	1994	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05		18	12	1	11	2	15	1	2	29
3661	S12		Canada	North America	Langley	BC	Borrelia burgdorferi sensu stricto	1994	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05		6	1	114	140	1	7	4	11	408
3662	S13		Canada	North America	Vancouver Island	BC	Borrelia burgdorferi sensu stricto	1994	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05	1	1	1	1	1	1	1	279	1	1121
3663	S14		Canada	North America	Mid-Island	BC	Borrelia burgdorferi sensu stricto	1994	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05	1	1	1	1	1	1	1	279	1	1121
3664	S15		Canada	North America	Gulf Island	BC	Borrelia burgdorferi sensu stricto	1994	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05	1	1	1		1	1	1	279	1	
3665	S16		Canada	North America	Gulf Island	BC	Borrelia burgdorferi sensu stricto	1995	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05	1	1	1	1	1	1	1	279	1	1121
3666	S17		Canada	North America	Vancouver Island	BC	Borrelia burgdorferi sensu stricto	1995	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05	1	1	1	1	1	1	1	279	1	1121
3667	S18		Canada	North America	Vancouver Island	BC	Borrelia burgdorferi sensu stricto	1995	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05	1	1	1	1	1	1	1	279	1	1121
3668	S19		Canada	North America	Coast Mountain	BC	Borrelia burgdorferi sensu stricto	1996	tick	Ixodes angustus								243	-1	2024-01-09	2024-03-05	1	1	291	1	1	1	1	279	1	1122
3669	S20		Canada	North America	Squamish	BC	Borrelia bissettiae	1996	tick	Ixodes angustus								243	-1	2024-01-09	2024-03-05		121	84	83	103	102	326	84	295	1130
3670	S21		Canada	North America	Fraser Valley	BC	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05		128	3	2	4	3	4	4	4	317
3671	S22		Canada	North America	Coquitlam	BC	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes pacificus								243	1	2024-01-09	2024-03-06		5	5	260	8	1	5	6	127	1131
3672	S23		Canada	North America	Coquitlam	BC	Borrelia burgdorferi sensu stricto	1997	animal host	Apodemus sylvaticus Tissue Culture								243	-1	2024-01-09	2024-03-05		5	5	260	8	1	5	6	127	1131
3673	S24		Canada	North America	Port Moody	BC	Borrelia burgdorferi sensu stricto	1997	animal host	Apodemus sylvaticus Tissue Culture								243	1	2024-01-09	2024-03-05		128	3	2	4	3	4	4	4	317
3674	S25		Canada	North America	Gulf Island	BC	Borrelia burgdorferi sensu stricto	1997	tick	Ixodes pacificus								243	1	2024-01-09	2024-03-06		5	5	260	8	1	5	6	127	1131
3675	S27		Canada	North America	Howe Sound	BC	Borrelia burgdorferi sensu stricto	1998	tick	Ixodes pacificus								243	1	2024-01-09	2024-03-06		5	5	260	8	1	5	6	127	1131
3676	S29		Canada	North America	Sunshine Coast	BC	Borrelia burgdorferi sensu stricto	1999	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05		8	1	15	120	1	18	1	7	333
3677	S30		Canada	North America	Surrey	BC	Borrelia burgdorferi sensu stricto	2000	tick	Ixodes pacificus								243	1	2024-01-09	2024-03-05		5	5	4	5	301	5	280	6	1135
3678	S31		Canada	North America	Gulf Island	BC	Borrelia burgdorferi sensu stricto	2000	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05		3	3	2	4	3	4	4	4	12
3679	S32		Canada	North America	West Vancouver	BC	Borrelia burgdorferi sensu stricto	2000	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05		5	5	4	5	301	5	280	6	1135
3680	S33		Canada	North America	North Vancouver	BC	Borrelia burgdorferi sensu stricto	2002	tick	Ixodes pacificus								243	-1	2024-01-09	2024-03-05		8	1	15	94	2	20	96	7	268
3681	S35		Canada	North America	North Vancouver	BC	Borrelia burgdorferi sensu stricto	2004	tick	Ixodes pacificus								243	1	2024-01-09	2024-03-05	1	1	1	7	1	1	1	1	11	2
3682	S41		Canada	North America	Vancouver Island	BC	Borrelia burgdorferi sensu stricto	2005	tick	Ixodes auritulus								243	-1	2024-01-09	2024-03-05		3	3	2	4	3	4	4	4	12
3683	S42		Canada	North America	Edmonton Metropolitan Region	AB	Borrelia americana	2007	tick	Ixodes angustus								243	1	2024-01-09	2024-03-06		327	294	261	292	302	327	281	296	1137
3684	S43		Canada	North America	Bulkley Valley	BC	Borrelia burgdorferi sensu stricto	2008	tick	Ixodes angustus								243	-1	2024-01-09	2024-03-05		3	3	2	4	3	4	4	4	12
3685	S44		Canada	North America	North Vancouver	BC	Borrelia burgdorferi sensu stricto	2008	tick	Ixodes angustus								243	-1	2024-01-09	2024-03-05		3	3	2	4	3	4	4	4	12
3686	S48		Canada	North America	Vancouver	BC	Borrelia burgdorferi sensu stricto	2010	tick	Ixodes pacificus								243	1	2024-01-09	2024-03-05		18	12	1	11	2	15	1	2	29
3687	S90		USA	North America	New Hampshire	NH	Borrelia burgdorferi sensu stricto	2015	tick	Ixodes scapularis								243	1	2024-01-09	2024-03-06	1		1	17	20	2	1	1	10	
3688	JAASAAF1014_wgs		Japan	Asia	Hokkaido		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		318	283	43	283	174	314	269	279	1126
3689	JAASAAF1016_wgs		Japan	Asia	Hokkaido		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		56	42	41	51	47	46	38	42	128
3690	JAASAAF1029_wgs		Japan	Asia	Hokkaido		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		60	45	44	54	50	49	41	45	131
3691	JAASAAM1091_wgs		Japan	Asia	Hokkaido		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		318	283	43	283	174	314	269	279	1126
3692	JAASAAM1101_wgs		Japan	Asia	Hokkaido		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		60	45	64	54	50	46	108	45	371
3693	JAASAAM1114_wgs		Japan	Asia	Hokkaido		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		56	42	41	51	47	46	38	42	128
3694	JANAGAM1271_wgs		Japan	Asia	Nagano		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		60	45	64	54	50	46	108	45	371
3695	JANAGAM1274_wgs		Japan	Asia	Nagano		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		60	45	64	54	50	46	108	45	371
3696	JANAGAM1305_wgs		Japan	Asia	Nagano		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		60	45	64	54	50	46	108	45	371
3697	JANAGAM1327_wgs		Japan	Asia	Nagano		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		60	45	64	54	50	46	108	45	371
3698	JANAGAM1352_wgs		Japan	Asia	Nagano		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		56	42	41	51	47	46	38	42	128
3699	JANAGAM1353_wgs		Japan	Asia	Nagano		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		56	42	41	51	47	46	38	42	128
3700	JANAGAM1369_wgs		Japan	Asia	Nagano		Borrelia bavariensis	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		60	45	64	54	50	46	108	45	371
3701	61VB2_wgs		Germany	Europe			Borrelia bavariensis		human	skin	Dr. Schönberg							45	-1	2024-03-20	2024-03-20		41	26	27	37	28	35	26	32	84
3702	PBae_I_wgs		Germany	Europe	Munich		Borrelia bavariensis	1990	human	skin, NB, EM	B. Wilske		NB, EM					45	-1	2024-03-20	2024-03-20		41	26	27	37	28	35	26	32	84
3703	JAASAAF1012_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		58	43	42	52	48	47	39	43	127
3704	JAASAAF1040_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	202	2024-03-20	2024-03-21		334	281	250	197	289	54	268	39	1147
3705	JAASAAF1041_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		185	280	34	280	34	316	144	280	1127
3706	JAASAAM1058_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		48	275	34	44	37	42	33	39	1128
3707	JAASAAM1060_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		58	277	42	52	48	47	39	43	1129
3708	JAASAAM1063_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		58	277	248	52	48	47	39	43	1132
3709	JAASAAM1086_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		316	276	252	279	290	315	42	284	1133
3710	JAASAAM1087_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		315	279	249	281	288	319	266	283	1134
3711	JAASAAM1097_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		140	114	251	126	287	318	106	108	1136
3712	JAASAAM1103_wgs		Japan	Asia	Hokkaido		Borrelia garinii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		314	278	250	197	108	317	267	282	1138
3713	E-Burg-606-2019_wgs		Russia [Asia]	Asia	Yekaterinburg		Borrelia garinii	2019	tick	Ixodes persulcatus	Lab. of Molec. Genetics, Inst. of Natural Sciences and Mathematics, Ural Federal Uni & LMU							45	-1	2024-03-20	2024-03-20			27	29	38	29	36	27	33	
3714	GEOBEN020_wgs		Germany	Europe	Oberschleißheim		Borrelia garinii	2018	tick	Ixodes ricinus	LMU, Germany and German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		171	134	78	149	149	120	131	141	431
3715	GEHERN151_wgs		Germany	Europe	Herrsching		Borrelia garinii	2018	tick	Ixodes ricinus	LMU, Germany and German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		42	274	29	38	29	36	27	160	1139
3716	GESTAN298_wgs		Germany	Europe	Starnberg		Borrelia garinii	2018	tick	Ixodes ricinus	LMU, Germany and German National Reference Centre for Borrelia							45	202	2024-03-20	2024-03-21		95	74	34	96	89	78	77	85	251
3717	GESTAN302_wgs		Germany	Europe	Starnberg		Borrelia garinii	2018	tick	Ixodes ricinus	LMU, Germany and German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		42	274	29	38	29	36	27	33	1140
3718	GESTAAF1947_wgs		Germany	Europe	Starnberg		Borrelia garinii	2019	tick	Ixodes ricinus	LMU, Germany and German National Reference Centre for Borrelia							45	202	2024-03-20	2024-03-21		95	74	34	96	89	78	77	85	251
3719	GESTAAF2296_wgs		Germany	Europe	Starnberg		Borrelia garinii	2019	tick	Ixodes ricinus	LMU, Germany and German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		44	29	31	40	31	37	29	35	89
3720	GEHERAF2403_wgs		Germany	Europe	Herrsching		Borrelia garinii	2019	tick	Ixodes ricinus	LMU, Germany and German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		48	34	34	44	37	42	33	39	244
3721	PKie_wgs		Germany	Europe	Memmingen		Borrelia garinii	1993	human	CSF	German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		42	27	29	38	29	36	27	33	86
3722	JAASAAF1010_wgs		Japan	Asia	Hokkaido		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		35	24	23	144	41	27	23	28	1141
3723	JAASAAF1039_wgs		Japan	Asia	Hokkaido		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		35	24	23	144	41	27	23	28	1141
3724	JAASAAM1092_wgs		Japan	Asia	Hokkaido		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		36	24	23	32	286	155	23	143	1142
3725	JAASAAM1104_wgs		Japan	Asia	Hokkaido		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		163	123	116	49	44	139	120	131	418
3726	JANAGAF1137_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		313	135	39	141	44	312	23	143	1143
3727	JANAGAF1156_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		36	24	23	32	286	155	23	143	1142
3728	JANAGAF1163_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		36	24	23	32	286	155	23	143	1142
3729	JANAGAF1173_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		36	24	23	32	286	155	23	143	1142
3730	JANAGAF1182_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		36	24	23	32	286	155	23	143	1142
3731	JANAGAF1229_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		312	135	23	32	44	151	23	142	1144
3732	JANAGAF1248_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		312	135	23	32	44	151	23	142	1144
3733	JANAGAF1250_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		36	24	23	32	286	155	23	143	1142
3734	JANAGAM1261_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		36	24	23	32	286	151	23	143	1145
3735	JANAGAM1316_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		313	135	39	141	44	312	23	143	1143
3736	JANAGAM1325_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		312	135	23	32	44	151	23	142	1144
3737	JANAGAM1334_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		312	135	23	32	44	151	23	142	1144
3738	JANAGAM1340_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		312	135	23	32	44	151	23	142	1144
3739	JANAGAM1370_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		312	135	23	32	44	151	23	142	1144
3740	JANAGAF1390_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		36	24	23	32	286	151	23	143	1145
3741	JANAGAF1392_wgs		Japan	Asia	Nagano		Borrelia afzelii	2019	tick	Ixodes persulcatus	LMU, Germany and NIID, Japan							45	-1	2024-03-20	2024-03-20		36	24	23	32	286	155	23	143	1142
3742	GESTAN171_wgs		Germany	Europe	Starnberg		Borrelia afzelii	2018	tick	Ixodes ricinus	LMU, Germany and German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		35	23	22	32	20	27	23	28	354
3743	GESTAAF1951_wgs		Germany	Europe	Starnberg		Borrelia afzelii	2019	tick	Ixodes ricinus	LMU, Germany and German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		36	24	24	122	20	27	23	28	1146
3745	PBabu_wgs		Germany	Europe	Leverkusen		Borrelia afzelii	2001	human		German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		36	24	23	29	20	28	23	29	71
3746	PHam_wgs		Germany	Europe	Munich	Bavaria	Borrelia afzelii	1987	human	EM	German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		36	24	23	29	20	28	23	29	71
3748	PBec_wgs		Germany	Europe	Hamburg		Borrelia afzelii	1988	human	skin	German National Reference Centre for Borrelia		ACA					45	-1	2024-03-20	2024-03-20		35	24	24	30	21	27	23	41	540
3749	PSto_wgs		Germany	Europe	Munich	Bavaria	Borrelia afzelii	1986	human	skin	German National Reference Centre for Borrelia		ACA					45	-1	2024-03-20	2024-03-20		36	24	24	30	21	27	23	41	699
3750	PFes_wgs		Germany	Europe	Munich	Bavaria	Borrelia afzelii	1988	human	lymphocytoma	German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		109	24	24	86	107	96	23	29	462
3751	PKl_wgs		Germany	Europe	Munich	Bavaria	Borrelia afzelii	1993	human	CSF	German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		36	24	23	29	20	28	23	29	71
3752	PKr_wgs		Germany	Europe	Munich	Bavaria	Borrelia afzelii	1992	human	CSF	German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		114	24	24	31	22	92	23	28	347
3753	PObf_wgs		Germany	Europe	Bad Mergentheim		Borrelia afzelii	1998	human	EM	German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		36	24	23	29	20	28	23	29	71
3754	PMel_wgs		Germany	Europe	Regensburg		Borrelia afzelii	1990	human	CSF	German National Reference Centre for Borrelia							45	-1	2024-03-20	2024-03-20		36	24	23	29	20	28	23	29	71
3755	NT24_wgs		Japan	Asia	Nagano		Borrelia bavariensis		tick	Ixodes persulcatus								45	-1	2024-03-20	2024-03-20		60	45	64	54	50	46	108	45	371
3756	A104S_wgs		The Netherlands	Europe			Borrelia bavariensis	1996	unknown		van Dam, Academic Medical Centre, Amsterdam							45	-1	2024-03-20	2024-03-20		41	26	27	37	28	35	26	32	84
3757	PBae_II_wgs		Germany	Europe			Borrelia bavariensis	1990	human	CSF,NB,EM			NB, EM					11	202	2024-03-20	2025-12-17		41	26	27	37	28	35	26	32	84
3758	PBar_wgs		Germany	Europe	Munich		Borrelia bavariensis	1988	human	skin	B. Wilske							45	-1	2024-03-20	2024-03-20		41	26	27	37	28	35	26	32	84
3759	PBN_wgs		Germany	Europe	Osnabrück		Borrelia bavariensis	1999	human	CSF	B. Wilske		symptoms unknown					45	-1	2024-03-20	2024-03-20		41	26	27	37	28	35	26	32	84
3760	PHer_I_wgs		Germany	Europe			Borrelia bavariensis	1989	human	skin, EM			EM					45	-1	2024-03-20	2024-03-20		41	26	27	37	28	35	26	32	84
3761	PLad_wgs		Germany	Europe			Borrelia bavariensis	2000	human	skin, ACA			ACA					11	202	2024-03-20	2025-12-17		41	26	27	37	28	35	26	32	84
3762	NT31_wgs		Japan	Asia	Nagano		Borrelia garinii		tick	Ixodes persulcatus								45	-1	2024-03-20	2024-03-20		65	50	49	59	54	54	46	49	134
3763	PMa_wgs		Former Yugoslavia	Europe			Borrelia garinii	1989	human	skin, EM			EM					45	-1	2024-03-20	2024-03-20		42	27	29	38	29	39	27	33	87
3764	PHei_wgs		Germany	Europe	Duderstadt (Harz)	Lower Saxony	Borrelia garinii	1987	human	CSF, NB			NB					45	-1	2024-03-20	2024-03-20		112	80	78	99	81	39	79	87	246
3765	PLa_wgs		Germany	Europe			Borrelia garinii	1988	human	CSF, NB			NB					11	202	2024-03-20	2025-12-17		99	77	81	91	88	84	82	33	245
3766	PLi_wgs		Germany	Europe	Konstein	Bavaria	Borrelia garinii	1988	human	CSF, lymphocytoma			NB, lymphocytoma					11	202	2024-03-20	2025-12-17		112	80	78	99	81	39	79	87	246
3767	89B13_wgs		Germany	Europe			Borrelia valaisiana	2005	tick	Ixodes ricinus	Schönberg,Rath, Universitätsklinikum Rudolf Virchow, Berlin							11	202	2024-03-20	2025-12-17		50	36	36	45	38	44	35	40	97
3768	100B40_wgs		Germany	Europe			Borrelia valaisiana	2005	tick	Ixodes ricinus	Schönberg,Rath, Universitätsklinikum Rudolf Virchow, Berlin							11	202	2024-03-20	2025-12-17		96	75	36	98	38	82	78	86	213
3769	17-54Z3_wgs		Norway	Europe	Hornoeya		Borrelia garinii	2017	tick	Ixodes uriae female feeding on common guillemot, culture	Karen D. McCoy							45	-1	2024-03-20	2024-03-20		254	74	34	201	209	217	182	36	802
